uid;civilite;nom;prenom;fonction;telephone;mail;etage;uoAffectation;codeImmeubleEmplacementCollaborateur;region;codeRegion;niveauTerritoire;codeTerritoire;niveauEntite;codeEntite;niveauAgence;codeAgence;localisationCollaborateur;pj;aMigrer
173249;M.;nom_178;Prenom_178;DIRECTEUR DE TERRITOIRE;05 34 41 57 92;nom_178.Prenom_178@bnpparibas.com;0;13309347;119203;REGION OCCITANIE;8058000;TERRITOIRE TOULOUSE PAYS D'AUTAN;3261000;PILOTAGE TERRITOIRE TOULOUSE PAYS D'AUTAN;03261Z98;PILOTAGE TERRITOIRE TOULOUSE PAYS D'AUTAN;03261Z98;214 ROUTE de NARBONNE 31400 TOULOUSE;cs;OUI
247021;M.;nom_179;Prenom_179;RESPONSABLE ANIMATION;05 34 41 57 96;nom_179.Prenom_179@bnpparibas.com;0;13309347;119203;REGION OCCITANIE;8058000;TERRITOIRE TOULOUSE PAYS D'AUTAN;3261000;PILOTAGE TERRITOIRE TOULOUSE PAYS D'AUTAN;03261Z98;PILOTAGE TERRITOIRE TOULOUSE PAYS D'AUTAN;03261Z98;214 ROUTE de NARBONNE 31400 TOULOUSE;cs;OUI
a31064;Mme;nom_180;Prenom_180;CHARGE D'AFFAIRES PROFESSIONNELS;04 68 90 36 71;nom_180.Prenom_180@bnpparibas.com;1;13164660;100952;REGION OCCITANIE;8058000;TERRITOIRE AUDE;3250000;ENTITE CARCASSONNE.;3250;AGENCE NARBONNE;01043000;50 RUE JEAN JAURES 11101 NARBONNE CEDEX;cs;OUI
163470;Mme;nom_181;Prenom_181;CHARGE D'AFFAIRES PROFESSIONNELS;04 68 65 64 24;nom_181.Prenom_181@bnpparibas.com;0;13164662;102730;REGION OCCITANIE;8058000;TERRITOIRE AUDE;3250000;ENTITE CARCASSONNE.;3250;AGENCE NARBONNE SOUS PREFECTURE;01384000;6 BOULEVARD GAMBETTA 11101 NARBONNE CEDEX;cs;OUI
217086;M.;nom_182;Prenom_182;CHARGE D'AFFAIRES PROFESSIONS LIBERALES;04 68 90 36 65;nom_182.Prenom_182@bnpparibas.com;1;13164660;100952;REGION OCCITANIE;8058000;TERRITOIRE AUDE;3250000;ENTITE CARCASSONNE.;3250;AGENCE NARBONNE;01043000;50 RUE JEAN JAURES 11101 NARBONNE CEDEX;cs;OUI
510036;M.;nom_183;Prenom_183;CHARGE D'AFFAIRES PROFESSIONS LIBERALES;04 68 47 73 36;nom_183.Prenom_183@bnpparibas.com;RDC;13164642;118150;REGION OCCITANIE;8058000;TERRITOIRE AUDE;3250000;ENTITE CARCASSONNE.;3250;AGENCE CARCASSONNE PLANETO;00732000;Zone comm. Planete Nord FERRAUDIERE 11000 CARCASSONNE;cs;OUI
123572;Mme;nom_184;Prenom_184;CHARGE DE SERVICE CLIENTELE;04 68 10 23 15;nom_184.Prenom_184@bnpparibas.com;0;13164644;102516;REGION OCCITANIE;8058000;TERRITOIRE AUDE;3250000;ENTITE CARCASSONNE.;3250;AGENCE CARCASSONNE CARNOT;01075000;1 RUE GEORGES CLEMENCEAU 11000 CARCASSONNE;cs;OUI
b46443;Mme;nom_185;Prenom_185;COLLABORATEUR EN FORMATION CC SANS LIGNE;� renseigner par l'IT (Pas de ligne commerciale);nom_185.Prenom_185@bnpparibas.com;RDC;13164642;118150;REGION OCCITANIE;8058000;TERRITOIRE AUDE;3250000;ENTITE CARCASSONNE.;3250;AGENCE CARCASSONNE PLANETO;00732000;Zone comm. Planete Nord FERRAUDIERE 11000 CARCASSONNE;cs;OUI
d05171;Mme;nom_186;Prenom_186;COLLABORATEUR EN FORMATION CC SANS LIGNE;� renseigner par l'IT (Pas de ligne commerciale);nom_186.Prenom_186@bnpparibas.com;RDC;13164642;118150;REGION OCCITANIE;8058000;TERRITOIRE AUDE;3250000;ENTITE CARCASSONNE.;3250;AGENCE CARCASSONNE PLANETO;00732000;Zone comm. Planete Nord FERRAUDIERE 11000 CARCASSONNE;cs;OUI
d16581;Mme;nom_187;Prenom_187;COLLABORATEUR EN FORMATION CC SANS LIGNE;� renseigner par l'IT (Pas de ligne commerciale);nom_187.Prenom_187@bnpparibas.com;0;13164660;100952;REGION OCCITANIE;8058000;TERRITOIRE AUDE;3250000;ENTITE CARCASSONNE.;3250;AGENCE NARBONNE;01043000;50 RUE JEAN JAURES 11101 NARBONNE CEDEX;cs;OUI
c02091;M.;nom_188;Prenom_188;COLLABORATEUR EN FORMATION CC SANS LIGNE;� renseigner par l'IT (Pas de ligne commerciale);nom_188.Prenom_188@bnpparibas.com;0;13164660;100952;REGION OCCITANIE;8058000;TERRITOIRE AUDE;3250000;ENTITE CARCASSONNE.;3250;AGENCE NARBONNE;01043000;50 RUE JEAN JAURES 11101 NARBONNE CEDEX;cs;OUI
a05411;Mme;nom_189;Prenom_189;CONSEILLER CLIENT;04 68 90 36 75;nom_189.Prenom_189@bnpparibas.com;0;13164660;100952;REGION OCCITANIE;8058000;TERRITOIRE AUDE;3250000;ENTITE CARCASSONNE.;3250;AGENCE NARBONNE;01043000;50 RUE JEAN JAURES 11101 NARBONNE CEDEX;cs;OUI
996725;Mme;nom_190;Prenom_190;CONSEILLER CLIENT;04 68 10 23 20;nom_190.Prenom_190@bnpparibas.com;0;13164644;102516;REGION OCCITANIE;8058000;TERRITOIRE AUDE;3250000;ENTITE CARCASSONNE.;3250;AGENCE CARCASSONNE CARNOT;01075000;1 RUE GEORGES CLEMENCEAU 11000 CARCASSONNE;cs;OUI
227302;Mme;nom_191;Prenom_191;CONSEILLER CLIENT;04 68 47 73 32;nom_191.Prenom_191@bnpparibas.com;RDC;13164642;118150;REGION OCCITANIE;8058000;TERRITOIRE AUDE;3250000;ENTITE CARCASSONNE.;3250;AGENCE CARCASSONNE PLANETO;00732000;Zone comm. Planete Nord FERRAUDIERE 11000 CARCASSONNE;cs;OUI
138053;M.;nom_192;Prenom_192;CONSEILLER CLIENT;04 68 90 36 67;nom_192.Prenom_192@bnpparibas.com;0;13164660;100952;REGION OCCITANIE;8058000;TERRITOIRE AUDE;3250000;ENTITE CARCASSONNE.;3250;AGENCE NARBONNE;01043000;50 RUE JEAN JAURES 11101 NARBONNE CEDEX;cs;OUI
330425;Mme;nom_193;Prenom_193;CONSEILLER CLIENT;04 68 90 36 85;nom_193.Prenom_193@bnpparibas.com;0;13164660;100952;REGION OCCITANIE;8058000;TERRITOIRE AUDE;3250000;ENTITE CARCASSONNE.;3250;AGENCE NARBONNE;01043000;50 RUE JEAN JAURES 11101 NARBONNE CEDEX;cs;OUI
b26477;Mme ;nom_194;Prenom_194;CONSEILLER CLIENT;04 68 47 73 32;nom_194.Prenom_194@bnpparibas.com;RDC;13164642;118150;REGION OCCITANIE;8058000;TERRITOIRE AUDE;3250000;ENTITE CARCASSONNE.;3250;AGENCE CARCASSONNE PLANETO;00732000;Zone comm. Planete Nord FERRAUDIERE 11000 CARCASSONNE;cs;OUI
130450;Mme;nom_195;Prenom_195;CONSEILLER CLIENT;04 68 90 36 80;nom_195.Prenom_195@bnpparibas.com;-;13164660;100952;REGION OCCITANIE;8058000;TERRITOIRE AUDE;3250000;ENTITE CARCASSONNE.;3250;AGENCE NARBONNE;01043000;50 RUE JEAN JAURES 11101 NARBONNE CEDEX;cs;OUI
117685;Mme;nom_196;Prenom_196;CONSEILLER CLIENT;04 68 94 53 12;nom_196.Prenom_196@bnpparibas.com;0;13164648;102517;REGION OCCITANIE;8058000;TERRITOIRE AUDE;3250000;ENTITE CARCASSONNE.;3250;AGENCE CASTELNAUDARY;01076000;2 RUE JEAN BAPTISTE DE MAILLE 11401 CASTELNAUDARY CEDEX;cs;OUI
d23446;Mme;nom_197;Prenom_197;CONSEILLER CLIENT;04 68 31 93 02;nom_197.Prenom_197@bnpparibas.com;0;13164658;101956;REGION OCCITANIE;8058000;TERRITOIRE AUDE;3250000;ENTITE CARCASSONNE.;3250;AGENCE LIMOUX;00022000;2 PLACE DU GENERAL LECLERC 11300 LIMOUX;cs;OUI
c96612;Mme;nom_198;Prenom_198;CONSEILLER CLIENT;04 68 65 64 23;nom_198.Prenom_198@bnpparibas.com;0;13164662;102730;REGION OCCITANIE;8058000;TERRITOIRE AUDE;3250000;ENTITE CARCASSONNE.;3250;AGENCE NARBONNE SOUS PREFECTURE;01384000;6 BOULEVARD GAMBETTA 11101 NARBONNE CEDEX;cs;OUI
962111;Mme;nom_199;Prenom_199;CONSEILLER CLIENT;04 68 27 83 76;nom_199.Prenom_199@bnpparibas.com;0;13102518;102347;REGION OCCITANIE;8058000;TERRITOIRE AUDE;3250000;ENTITE CARCASSONNE.;3250;AGENCE LEZIGNAN CORBIERES;00735000;3 AVENUE DU PRESIDENT WILSON 11200 LEZIGNAN CORBIERES;cs;OUI
886462;Mme;nom_200;Prenom_200;CONSEILLER PATRIMONIAL;04 68 10 23 33;nom_200.Prenom_200@bnpparibas.com;0;13164644;102516;REGION OCCITANIE;8058000;TERRITOIRE AUDE;3250000;ENTITE CARCASSONNE.;3250;AGENCE CARCASSONNE CARNOT;01075000;1 RUE GEORGES CLEMENCEAU 11000 CARCASSONNE;cs;OUI
a90268;Mme;nom_201;Prenom_201;CONSEILLER PATRIMONIAL;04 68 47 73 37;nom_201.Prenom_201@bnpparibas.com;RDC;13164642;118150;REGION OCCITANIE;8058000;TERRITOIRE AUDE;3250000;ENTITE CARCASSONNE.;3250;AGENCE CARCASSONNE PLANETO;00732000;Zone comm. Planete Nord FERRAUDIERE 11000 CARCASSONNE;cs;OUI
940096;Mme;nom_202;Prenom_202;CONSEILLER PATRIMONIAL;04 68 90 36 69;nom_202.Prenom_202@bnpparibas.com;0;13164660;100952;REGION OCCITANIE;8058000;TERRITOIRE AUDE;3250000;ENTITE CARCASSONNE.;3250;AGENCE NARBONNE;01043000;50 RUE JEAN JAURES 11101 NARBONNE CEDEX;cs;OUI
221479;M.;nom_203;Prenom_203;CONSEILLER PATRIMONIAL;04 68 90 36 66;nom_203.Prenom_203@bnpparibas.com;0;13164660;100952;REGION OCCITANIE;8058000;TERRITOIRE AUDE;3250000;ENTITE CARCASSONNE.;3250;AGENCE NARBONNE;01043000;50 RUE JEAN JAURES 11101 NARBONNE CEDEX;cs;OUI
133526;Mme;nom_204;Prenom_204;CONSEILLER PATRIMONIAL;04 68 10 23 32;nom_204.Prenom_204@bnpparibas.com;-;13164644;102516;REGION OCCITANIE;8058000;TERRITOIRE AUDE;3250000;ENTITE CARCASSONNE.;3250;AGENCE CARCASSONNE CARNOT;01075000;1 RUE GEORGES CLEMENCEAU 11000 CARCASSONNE;cs;OUI
307132;Mme;nom_205;Prenom_205;CONSEILLER PATRIMONIAL;04 68 47 73 38;nom_205.Prenom_205@bnpparibas.com;RDC;13164642;118150;REGION OCCITANIE;8058000;TERRITOIRE AUDE;3250000;ENTITE CARCASSONNE.;3250;AGENCE CARCASSONNE PLANETO;00732000;Zone comm. Planete Nord FERRAUDIERE 11000 CARCASSONNE;cs;OUI
210212;Mme;nom_206;Prenom_206;CONSEILLER PATRIMONIAL;04 68 90 36 68;nom_206.Prenom_206@bnpparibas.com;0;13164660;100952;REGION OCCITANIE;8058000;TERRITOIRE AUDE;3250000;ENTITE CARCASSONNE.;3250;AGENCE NARBONNE;01043000;50 RUE JEAN JAURES 11101 NARBONNE CEDEX;cs;OUI
113634;M.;nom_207;Prenom_207;CONSEILLER PATRIMONIAL;04 68 94 53 13;nom_207.Prenom_207@bnpparibas.com;0;13164648;102517;REGION OCCITANIE;8058000;TERRITOIRE AUDE;3250000;ENTITE CARCASSONNE.;3250;AGENCE CASTELNAUDARY;01076000;2 RUE JEAN BAPTISTE DE MAILLE 11401 CASTELNAUDARY CEDEX;cs;OUI
136306;M.;nom_208;Prenom_208;CONSEILLER PATRIMONIAL;04 68 31 93 04;nom_208.Prenom_208@bnpparibas.com;0;13164658;101956;REGION OCCITANIE;8058000;TERRITOIRE AUDE;3250000;ENTITE CARCASSONNE.;3250;AGENCE LIMOUX;00022000;2 PLACE DU GENERAL LECLERC 11300 LIMOUX;cs;OUI
130524;Mme;nom_209;Prenom_209;CONSEILLER PATRIMONIAL;04 68 65 64 22;nom_209.Prenom_209@bnpparibas.com;0;13164662;102730;REGION OCCITANIE;8058000;TERRITOIRE AUDE;3250000;ENTITE CARCASSONNE.;3250;AGENCE NARBONNE SOUS PREFECTURE;01384000;6 BOULEVARD GAMBETTA 11101 NARBONNE CEDEX;cs;OUI
347496;Mme;nom_210;Prenom_210;CONSEILLER PATRIMONIAL;04 68 27 83 72;nom_210.Prenom_210@bnpparibas.com;0;13164656;102347;REGION OCCITANIE;8058000;TERRITOIRE AUDE;3250000;ENTITE CARCASSONNE.;3250;AGENCE LEZIGNAN CORBIERES;00735000;3 AVENUE DU PRESIDENT WILSON 11200 LEZIGNAN CORBIERES;cs;OUI
401804;Mme;nom_211;Prenom_211;DIRECTEUR D'AGENCE;04 68 90 36 72;nom_211.Prenom_211@bnpparibas.com;0;13164660;100952;REGION OCCITANIE;8058000;TERRITOIRE AUDE;3250000;ENTITE CARCASSONNE.;3250;AGENCE NARBONNE;01043000;50 RUE JEAN JAURES 11101 NARBONNE CEDEX;cs;OUI
590266;M.;nom_212;Prenom_212;DIRECTEUR D'AGENCE;04 68 47 73 03;nom_212.Prenom_212@bnpparibas.com;RDC;13164642;118150;REGION OCCITANIE;8058000;TERRITOIRE AUDE;3250000;ENTITE CARCASSONNE.;3250;AGENCE CARCASSONNE PLANETO;00732000;Zone comm. Planete Nord FERRAUDIERE 11000 CARCASSONNE;cs;OUI
138823;M.;nom_213;Prenom_213;DIRECTEUR D'AGENCE;04 68 10 23 11;nom_213.Prenom_213@bnpparibas.com;-;13164644;102516;REGION OCCITANIE;8058000;TERRITOIRE AUDE;3250000;ENTITE CARCASSONNE.;3250;AGENCE CARCASSONNE CARNOT;01075000;1 RUE GEORGES CLEMENCEAU 11000 CARCASSONNE;cs;OUI
296037;Mme;nom_214;Prenom_214;DIRECTEUR D'AGENCE;04 68 94 53 11;nom_214.Prenom_214@bnpparibas.com;0;13164648;102517;REGION OCCITANIE;8058000;TERRITOIRE AUDE;3250000;ENTITE CARCASSONNE.;3250;AGENCE CASTELNAUDARY;01076000;2 RUE JEAN BAPTISTE DE MAILLE 11401 CASTELNAUDARY CEDEX;cs;OUI
226426;M.;nom_215;Prenom_215;DIRECTEUR D'AGENCE;04 68 31 93 01;nom_215.Prenom_215@bnpparibas.com;0;13164658;101956;REGION OCCITANIE;8058000;TERRITOIRE AUDE;3250000;ENTITE CARCASSONNE.;3250;AGENCE LIMOUX;00022000;2 PLACE DU GENERAL LECLERC 11300 LIMOUX;cs;OUI
225407;M.;nom_216;Prenom_216;DIRECTEUR D'AGENCE;04 68 65 64 21;nom_216.Prenom_216@bnpparibas.com;0;13164662;102730;REGION OCCITANIE;8058000;TERRITOIRE AUDE;3250000;ENTITE CARCASSONNE.;3250;AGENCE NARBONNE SOUS PREFECTURE;01384000;6 BOULEVARD GAMBETTA 11101 NARBONNE CEDEX;cs;OUI
130153;Mme;nom_217;Prenom_217;DIRECTEUR D'AGENCE;04 68 27 83 71;nom_217.Prenom_217@bnpparibas.com;0;13164656;102347;REGION OCCITANIE;8058000;TERRITOIRE AUDE;3250000;ENTITE CARCASSONNE.;3250;AGENCE LEZIGNAN CORBIERES;00735000;3 AVENUE DU PRESIDENT WILSON 11200 LEZIGNAN CORBIERES;cs;OUI
866429;Mme;nom_218;Prenom_218;DIRECTEUR D'AGENCE;04 68 20 83 01;nom_218.Prenom_218@bnpparibas.com;0;13164676;102348;REGION OCCITANIE;8058000;TERRITOIRE AUDE;3250000;ENTITE CARCASSONNE.;3250;AGENCE QUILLAN;00737000;3 AVENUE PASTEUR 11500 QUILLAN;cs;OUI
B21097;M.;nom_219;Prenom_219;CHARGE D'AFFAIRES PROFESSIONNELS;-;nom_219.Prenom_219@bnpparibas.com;0;13164292;100711;REGION PARIS;8054000;TERRITOIRE PARIS 12EME;3284000;ENTITE PARIS 12EME;3284;AGENCE PARIS GARE DE LYON;00354000;23 BOULEVARD DIDEROT 75012 PARIS 12;cs;OUI
983766;Mme;nom_220;Prenom_220;CHARGE D'AFFAIRES PROFESSIONNELS;01 44 75 79 52;nom_220.Prenom_220@bnpparibas.com;0;13164306;102039;REGION PARIS;8054000;TERRITOIRE PARIS 12EME;3284000;ENTITE PARIS 12EME;3284;AGENCE PARIS PORTE DOREE 12E;00142000;1 PLACE EDOUARD RENARD 75012 PARIS 12;cs;OUI
b21198;Mme;nom_221;Prenom_221;CHARGE D'AFFAIRES PROFESSIONNELS;01 44 75 77 92;nom_221.Prenom_221@bnpparibas.com;0;13164324;109633;REGION PARIS;8054000;TERRITOIRE PARIS 12EME;3284000;ENTITE PARIS 12EME;3284;AGENCE PARIS FAUBOURG SAINT ANTOINE 12E;01669000;158 FAUBOURG SAINT ANTOINE 75012 PARIS 12;cs;OUI
b56072;M.;nom_222;Prenom_222;CHARGE D'AFFAIRES PROFESSIONNELS;-;nom_222.Prenom_222@bnpparibas.com;-;13164312;102835;REGION PARIS;8054000;TERRITOIRE PARIS 12EME;3284000;ENTITE PARIS 12EME;3284;AGENCE PARIS REUILLY 12E;01523000;41-43 RUE DE REUILLY 75012 PARIS 12;;OUI
b01691;Mme;nom_223;Prenom_223;CHARGE D'AFFAIRES PROFESSIONNELS;01 44 68 83 93;nom_223.Prenom_223@bnpparibas.com;0;13164294;102409;REGION PARIS;8054000;TERRITOIRE PARIS 12EME;3284000;ENTITE PARIS 12EME;3284;AGENCE PARIS DUGOMMIER BERCY 12E;00902000;1 RUE DUGOMMIER 75012 PARIS 12;cs;OUI
b28299;M.;nom_224;Prenom_224;CHARGE D'AFFAIRES PROFESSIONNELS;01 44 68 83 79;nom_224.Prenom_224@bnpparibas.com;0;13164304;102772;REGION PARIS;8054000;TERRITOIRE PARIS 12EME;3284000;ENTITE PARIS 12EME;3284;AGENCE PARIS PICPUS 12E;01436000;51 BOULEVARD DE PICPUS 75012 PARIS 12;cs;OUI
267570;Mme;nom_225;Prenom_225;CHARGE D'AFFAIRES PROFESSIONNELS;01 44 68 81 56;nom_225.Prenom_225@bnpparibas.com;0;13164316;102734;REGION PARIS;8054000;TERRITOIRE PARIS 12EME;3284000;ENTITE PARIS 12EME;3284;AGENCE PARIS RUE DE WATTIGNIES 12E;01388000;36 RUE DE WATTIGNIES 75012 PARIS 12;cs;OUI
b31475;M.;nom_226;Prenom_226;CHARGE D'AFFAIRES PROFESSIONNELS;01 53 33 83 53;nom_226.Prenom_226@bnpparibas.com;0;13164290;100982;REGION PARIS;8054000;TERRITOIRE PARIS 12EME;3284000;ENTITE PARIS 12EME;3284;AGENCE PARIS DAUMESNIL 12E;01522000;9 PLACE FELIX EBOUE 75012 PARIS 12;cs;OUI
d27133;M.;nom_227;Prenom_227;CHARGE D'AFFAIRES PROFESSIONNELS;-;nom_227.Prenom_227@bnpparibas.com;0;13164290;100982;REGION PARIS;8054000;TERRITOIRE PARIS 12EME;3284000;ENTITE PARIS 12EME;3284;AGENCE PARIS DAUMESNIL 12E;01522000;9 PLACE FELIX EBOUE 75012 PARIS 12;cs;OUI
355472;Mme;nom_228;Prenom_228;CHARGE D'AFFAIRES PROFESSIONNELS;01 44 74 33 57;nom_228.Prenom_228@bnpparibas.com;0;13164292;100711;REGION PARIS;8054000;TERRITOIRE PARIS 12EME;3284000;ENTITE PARIS 12EME;3284;AGENCE PARIS GARE DE LYON;00354000;23 BOULEVARD DIDEROT 75012 PARIS 12;cs;OUI
400389;Mme;nom_229;Prenom_229;CHARGE D'AFFAIRES PROFESSIONNELS;01 44 74 33 50;nom_229.Prenom_229@bnpparibas.com;0;13164292;100711;REGION PARIS;8054000;TERRITOIRE PARIS 12EME;3284000;ENTITE PARIS 12EME;3284;AGENCE PARIS GARE DE LYON;00354000;23 BOULEVARD DIDEROT 75012 PARIS 12;cs;OUI
332337;M.;nom_230;Prenom_230;CHARGE D'AFFAIRES PROFESSIONS LIBERALES;01 43 46 24 82;nom_230.Prenom_230@bnpparibas.com;0;13164298;100870;REGION PARIS;8054000;TERRITOIRE PARIS 12EME;3284000;ENTITE PARIS 12EME;3284;AGENCE PARIS LEDRU ROLLIN 12E;00807000;20 RUE DE LYON 75012 PARIS 12;cs;OUI
277142;Mme;nom_231;Prenom_231;CHARGE D'AFFAIRES PROFESSIONS LIBERALES;01 53 33 83 52;nom_231.Prenom_231@bnpparibas.com;0;13164290;100982;REGION PARIS;8054000;TERRITOIRE PARIS 12EME;3284000;ENTITE PARIS 12EME;3284;AGENCE PARIS DAUMESNIL 12E;01522000;9 PLACE FELIX EBOUE 75012 PARIS 12;cs;OUI
d16847;Mme;nom_232;Prenom_232;CHARGE DE SERVICE CLIENTELE;01 44 68 83 90;nom_232.Prenom_232@bnpparibas.com;0;13134420;102409;REGION PARIS;8054000;TERRITOIRE PARIS 12EME;3284000;ENTITE PARIS 12EME;3284;AGENCE PARIS DUGOMMIER BERCY 12E;00902000;1 RUE DUGOMMIER 75012 PARIS 12;cs;OUI
c16071;M.;nom_233;Prenom_233;CONSEILLER CLIENT;01 44 68 83 96;nom_233.Prenom_233@bnpparibas.com;0;13164294;102409;REGION PARIS;8054000;TERRITOIRE PARIS 12EME;3284000;ENTITE PARIS 12EME;3284;AGENCE PARIS DUGOMMIER BERCY 12E;00902000;1 RUE DUGOMMIER 75012 PARIS 12;cs;OUI
b23020;Mme;nom_234;Prenom_234;CONSEILLER PATRIMONIAL;-;nom_234.Prenom_234@bnpparibas.com;0;13164324;109633;REGION PARIS;8054000;TERRITOIRE PARIS 12EME;3284000;ENTITE PARIS 12EME;3284;AGENCE PARIS FAUBOURG SAINT ANTOINE 12E;01669000;158 FAUBOURG SAINT ANTOINE 75012 PARIS 12;cs;OUI
d28701;M.;nom_235;Prenom_235;CONSEILLER CLIENT;-;nom_235.Prenom_235@bnpparibas.com;0;13164316;102734;REGION PARIS;8054000;TERRITOIRE PARIS 12EME;3284000;ENTITE PARIS 12EME;3284;AGENCE PARIS RUE DE WATTIGNIES 12E;01388000;36 RUE DE WATTIGNIES 75012 PARIS 12;cs;OUI
c50098;Mme;nom_236;Prenom_236;CONSEILLER PATRIMONIAL;-;nom_236.Prenom_236@bnpparibas.com;0;13164324;109633;REGION PARIS;8054000;TERRITOIRE PARIS 12EME;3284000;ENTITE PARIS 12EME;3284;AGENCE PARIS FAUBOURG SAINT ANTOINE 12E;01669000;158 FAUBOURG SAINT ANTOINE 75012 PARIS 12;cs;OUI
a88633;Mme;nom_237;Prenom_237;CHARGE D'AFFAIRES PROFESSIONNELS;-;nom_237.Prenom_237@bnpparibas.com;1;13164324;109633;REGION PARIS;8054002;TERRITOIRE PARIS 12EME;3284002;ENTITE PARIS 12EME;328400;AGENCE PARIS FAUBOURG SAINT ANTOINE 12E;01669002;160 FAUBOURG SAINT ANTOINE 75012 PARIS 12;cs;OUI
c65550;Mme;nom_238;Prenom_238;CONSEILLER CLIENT;01 44 75 77 93;nom_238.Prenom_238@bnpparibas.com;0;13164324;109633;REGION PARIS;8054000;TERRITOIRE PARIS 12EME;3284000;ENTITE PARIS 12EME;3284;AGENCE PARIS FAUBOURG SAINT ANTOINE 12E;01669000;158 FAUBOURG SAINT ANTOINE 75012 PARIS 12;cs;OUI
d01594;Mme;nom_239;Prenom_239;CONSEILLER CLIENT;01 44 75 79 50;nom_239.Prenom_239@bnpparibas.com;0;13164306;102039;REGION PARIS;8054000;TERRITOIRE PARIS 12EME;3284000;ENTITE PARIS 12EME;3284;AGENCE PARIS PORTE DOREE 12E;00142000;1 PLACE EDOUARD RENARD 75012 PARIS 12;cs;OUI
b38447;Mme;nom_240;Prenom_240;CONSEILLER CLIENT;01 43 46 24 80;nom_240.Prenom_240@bnpparibas.com;0;13164298;100870;REGION PARIS;8054000;TERRITOIRE PARIS 12EME;3284000;ENTITE PARIS 12EME;3284;AGENCE PARIS LEDRU ROLLIN 12E;00807000;20 RUE DE LYON 75012 PARIS 12;cs;OUI
c84269;Mme;nom_241;Prenom_241;CONSEILLER CLIENT;01 43 46 25 06;nom_241.Prenom_241@bnpparibas.com;0;13164312;102835;REGION PARIS;8054000;TERRITOIRE PARIS 12EME;3284000;ENTITE PARIS 12EME;3284;AGENCE PARIS REUILLY 12E;01523000;41-43 RUE DE REUILLY 75012 PARIS 12;cs;OUI
c28802;M.;nom_242;Prenom_242;CONSEILLER CLIENT;01 44 68 83 89;nom_242.Prenom_242@bnpparibas.com;0;13164304;102772;REGION PARIS;8054000;TERRITOIRE PARIS 12EME;3284000;ENTITE PARIS 12EME;3284;AGENCE PARIS PICPUS 12E;01436000;51 BOULEVARD DE PICPUS 75012 PARIS 12;cs;OUI
113173;Mme;nom_243;Prenom_243;CONSEILLER CLIENT;01 44 75 79 53;nom_243.Prenom_243@bnpparibas.com;-;13164306;102039;REGION PARIS;8054000;TERRITOIRE PARIS 12EME;3284000;ENTITE PARIS 12EME;3284;AGENCE PARIS PORTE DOREE 12E;00142000;1 PLACE EDOUARD RENARD 75012 PARIS 12;cs;OUI
a27064;Mme;nom_244;Prenom_244;CONSEILLER CLIENT;01 53 33 83 55;nom_244.Prenom_244@bnpparibas.com;0;13164290;100982;REGION PARIS;8054000;TERRITOIRE PARIS 12EME;3284000;ENTITE PARIS 12EME;3284;AGENCE PARIS DAUMESNIL 12E;01522000;9 PLACE FELIX EBOUE 75012 PARIS 12;cs;OUI
d10180;Mme;nom_245;Prenom_245;CONSEILLER CLIENT;01 53 33 24 50;nom_245.Prenom_245@bnpparibas.com;0;13164290;100982;REGION PARIS;8054000;TERRITOIRE PARIS 12EME;3284000;ENTITE PARIS 12EME;3284;AGENCE PARIS DAUMESNIL 12E;01522000;9 PLACE FELIX EBOUE 75012 PARIS 12;cs;OUI
112080;M.;nom_246;Prenom_246;CONSEILLER CLIENT;01 44 74 33 56;nom_246.Prenom_246@bnpparibas.com;0;13164292;100711;REGION PARIS;8054000;TERRITOIRE PARIS 12EME;3284000;ENTITE PARIS 12EME;3284;AGENCE PARIS GARE DE LYON;00354000;23 BOULEVARD DIDEROT 75012 PARIS 12;cs;OUI
d11896;M.;nom_247;Prenom_247;CONSEILLER CLIENT ;-;nom_247.Prenom_247@bnpparibas.com;-;13164312;102835;REGION PARIS;8054000;TERRITOIRE PARIS 12EME;3284000;ENTITE PARIS 12EME;3284;AGENCE PARIS REUILLY 12E;01523000;41-43 RUE DE REUILLY 75012 PARIS 12;;OUI
